id_car,categorie,sous_categorie,nom_francais,description_darija,description_arabe,mots_cles_fr,codes_obd,niveau_gravite,action_recommandee,source,repair_cost_dzd,urgency
408,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
409,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
410,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
411,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
412,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
413,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
414,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
415,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
416,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
417,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
418,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
419,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
420,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
421,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
422,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
423,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
424,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
425,climatisation,ac,Bad Smell from AC Vents,riha khayba men la clim|rihet el khemij men el hawiya,رائحة كريهة من التكييف|رائحة عفن من الهواء,mauvaise odeur climatisation|odeur moisi ventilation|Bad Smell from AC Vents,B1450,منخفض,فحص وإصلاح Bad Smell from AC Vents — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
426,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
427,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
428,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
429,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
430,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
431,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
432,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
433,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
434,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
435,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
436,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
437,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
438,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
439,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
440,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
441,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
442,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
443,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
444,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
445,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
446,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
447,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
448,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
449,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
450,moteur,engine,Engine Hesitation Under Load,el moteur yet3ater ki 7amalt|ma tet7araknach ki 7amalt,المحرك يتعثر تحت الحمولة|لا يتحرك جيداً عند الشحن,moteur qui hésite en charge|manque puissance chargé|Engine Hesitation Under Load,P0300,متوسط,فحص وإصلاح Engine Hesitation Under Load — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
451,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
452,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
453,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
454,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
455,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
456,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
457,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
458,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
459,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
460,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
461,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
462,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
463,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
464,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
465,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
466,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
467,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
468,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
469,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
470,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
471,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
472,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
473,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
474,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
475,carburant,fuel,Fuel Gauge Drops Quickly,el lessance ykhlas bi sraa|el compteur ta lessance ynzel bi sraa,الوقود ينتهي بسرعة|مؤشر الوقود ينزل بسرعة,carburant se vide vite|jauge baisse rapidement|Fuel Gauge Drops Quickly,P0460,متوسط,فحص وإصلاح Fuel Gauge Drops Quickly — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
476,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
477,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
478,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
479,électricité,electrical,Brake Lights Not Working,les feux derriere ma ykhdemoch|feux stop morts,أضواء الفرملة لا تعمل|لمبات التوقف مطفأة,feux de frein éteints|stop lights not working|Brake Lights Not Working,B1000,متوسط,فحص وإصلاح Brake Lights Not Working — مراجعة ميكانيكي مختص,diagcar_2026_expanded,3000-50000,moderate
