id,text,label,severity,obd_code,language
367,Rattling Exhaust Under Car sout ta7at tomobile l'echappement yrdua صوت تحت السيارة طرقعة العادم bruit sous la voiture échappement qui vibre Rattling Exhaust Under Car P0420,échappement,منخفض,P0420,mixed_ar_fr_dz
368,Rattling Exhaust Under Car sout ta7at tomobile l'echappement yrdua صوت تحت السيارة طرقعة العادم bruit sous la voiture échappement qui vibre Rattling Exhaust Under Car P0420,échappement,منخفض,P0420,mixed_ar_fr_dz
369,Rattling Exhaust Under Car sout ta7at tomobile l'echappement yrdua صوت تحت السيارة طرقعة العادم bruit sous la voiture échappement qui vibre Rattling Exhaust Under Car P0420,échappement,منخفض,P0420,mixed_ar_fr_dz
370,Rattling Exhaust Under Car sout ta7at tomobile l'echappement yrdua صوت تحت السيارة طرقعة العادم bruit sous la voiture échappement qui vibre Rattling Exhaust Under Car P0420,échappement,منخفض,P0420,mixed_ar_fr_dz
371,Rattling Exhaust Under Car sout ta7at tomobile l'echappement yrdua صوت تحت السيارة طرقعة العادم bruit sous la voiture échappement qui vibre Rattling Exhaust Under Car P0420,échappement,منخفض,P0420,mixed_ar_fr_dz
372,Rattling Exhaust Under Car sout ta7at tomobile l'echappement yrdua صوت تحت السيارة طرقعة العادم bruit sous la voiture échappement qui vibre Rattling Exhaust Under Car P0420,échappement,منخفض,P0420,mixed_ar_fr_dz
373,Rattling Exhaust Under Car sout ta7at tomobile l'echappement yrdua صوت تحت السيارة طرقعة العادم bruit sous la voiture échappement qui vibre Rattling Exhaust Under Car P0420,échappement,منخفض,P0420,mixed_ar_fr_dz
374,Rattling Exhaust Under Car sout ta7at tomobile l'echappement yrdua صوت تحت السيارة طرقعة العادم bruit sous la voiture échappement qui vibre Rattling Exhaust Under Car P0420,échappement,منخفض,P0420,mixed_ar_fr_dz
375,Rattling Exhaust Under Car sout ta7at tomobile l'echappement yrdua صوت تحت السيارة طرقعة العادم bruit sous la voiture échappement qui vibre Rattling Exhaust Under Car P0420,échappement,منخفض,P0420,mixed_ar_fr_dz
376,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
377,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
378,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
379,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
380,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
381,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
382,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
383,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
384,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
385,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
386,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
387,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
388,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
389,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
390,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
391,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
392,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
393,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
394,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
395,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
396,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
397,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
398,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
399,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
400,Car Drifts to One Side tomobile tenjerf l wahda janeb ma temshi drusta السيارة تنجرف لجهة واحدة لا تسير مستقيماً voiture dérive d'un côté ne va pas droit Car Drifts to One Side C0460,direction,متوسط,C0460,mixed_ar_fr_dz
401,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
402,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
403,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
404,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
405,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
406,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
407,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
408,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
409,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
410,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
411,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
412,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
413,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
414,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
415,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
416,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
417,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
418,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
419,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
420,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
421,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
422,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
423,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
424,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
425,Bad Smell from AC Vents riha khayba men la clim rihet el khemij men el hawiya رائحة كريهة من التكييف رائحة عفن من الهواء mauvaise odeur climatisation odeur moisi ventilation Bad Smell from AC Vents B1450,climatisation,منخفض,B1450,mixed_ar_fr_dz
426,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
427,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
428,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
429,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
430,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
431,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
432,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
433,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
434,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
435,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
436,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
437,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
438,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
439,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
440,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
441,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
442,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
443,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
444,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
445,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
446,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
447,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
448,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
449,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
450,Engine Hesitation Under Load el moteur yet3ater ki 7amalt ma tet7araknach ki 7amalt المحرك يتعثر تحت الحمولة لا يتحرك جيداً عند الشحن moteur qui hésite en charge manque puissance chargé Engine Hesitation Under Load P0300,moteur,متوسط,P0300,mixed_ar_fr_dz
451,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
452,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
453,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
454,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
455,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
456,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
457,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
458,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
459,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
460,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
461,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
462,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
463,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
464,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
465,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
466,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
467,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
468,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
469,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
470,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
471,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
472,Fuel Gauge Drops Quickly el lessance ykhlas bi sraa el compteur ta lessance ynzel bi sraa الوقود ينتهي بسرعة مؤشر الوقود ينزل بسرعة carburant se vide vite jauge baisse rapidement Fuel Gauge Drops Quickly P0460,carburant,متوسط,P0460,mixed_ar_fr_dz
